teryt_simc_code,prg_street_name,osm_street_name
,mjr. Tumanowicza Waleriana,Majora Tumanowicza Waleriana
,mjr. Wacława Kryńskiego,Majora Wacława Kryńskiego
,mjr. Władysława Mażewskiego,Majora Władysława Mażewskiego
,mjr. Władysława Mizikowskiego,Majora Władysława Mizikowskiego
,mjr. Władysława Raginisa,Majora Władysława Raginisa
,Mjr. Władysława Starzyka,Majora Władysława Starzyka
,mjr. Władysława Wleklińskiego,Majora Władysława Wleklińskiego
,mjr. Włodzimierza Łączyńskiego,Majora Włodzimierza Łączyńskiego
,Mjr.Hubala,Majora Hubala
,mjra Henryka Sucharskiego,Majora Henryka Sucharskiego
0949833,mjra Hubala,Majora Hubala
0968300,mjra Hubala,Majora Hubala
0971672,Mjra Hubala,Majora Henryka Hubala
0973346,mjra Hubala,Majora Henryka Hubala
,Moniuszki,Stanisława Moniuszki
,Morcinka,Gustawa Morcinka
,Mozarta,Wolfganga Amadeusza Mozarta
,Narutowicza,Gabriela Narutowicza
,Nałkowskiej,Zofii Nałkowskiej
,Niemcewicza,Juliana Ursyna Niemcewicza
,Norwida,Cypriana Kamila Norwida
,Nowowiejskiego,Feliksa Nowowiejskiego
,Nowy Kisielin-A. Syrkiewicza,Nowy Kisielin-Aleksandra Syrkiewicza
,Nowy Kisielin-A. Wysockiego,Nowy Kisielin-Antoniego Wysockiego
,O. A. Małkowskich,Olgi i Andrzeja Małkowskich
,O. Adama F. Studzińskiego,Ojca Adama Studzińskiego
,o. Artura Zapaśnika,Ojca Artura Zapaśnika
,o. Augustyna Kordeckiego,Ojca Augustyna Kordeckiego
,o. Czesława Domańskiego,Ojca Czesława Domańskiego
,o. Damiana Stachowicza,Ojca Damiana Stachowicza
,o. Dominika ze Skorogoszczy,Ojca Dominika ze Skorogoszczy
,o. Edwarda Frankiewicza,Ojca Edwarda Frankiewicza
,o. Feliksa Kosa,Ojca Feliksa Kosa
,o. Franciszka Kaweckiego,Ojca Franciszka Kaweckiego
,o. Henryka Henkla,Ojca Henryka Henkla
,O. Hieronima Longawy,Ojca Hieronima Longawy
,o. Honoriusza Kowalczyka,Ojca Honoriusza Kowalczyka
,o. Ignacego Cieślaka,Ojca Ignacego Cieślaka
,o. Jana Siemińskiego,Ojca Jana Siemińskiego
,o. Józefa Czaplaka,Ojca Józefa Czaplaka
,o. Józefa Frassinettiego,Ojca Józefa Frassinettiego
,O. M. Kolbe,Ojca Maksymiliana Kolbe
,o. Maksymiliana,Ojca Maksymiliana
,o. Maksymiliana Kolbego,Maksymiliana Marii Kolbego
,o. Maksymiliana Marii Kolbe,Ojca Maksymiliana Marii Kolbe
,o. Mariana Żelazka,Ojca Mariana Żelazka
,o. Papczyńskiego,Ojca Stanisława Papczyńskiego
,o. Pawła Smolikowskiego,Ojca Pawła Smolikowskiego
,o. Pio,Ojca Pio
,o. Stanisława Dziwoty,Ojca Stanisława Dziwoty
,o. Władysława Włodyki,Ojca Władysława Włodyki
,Obrońców Płocka 1920 r.,Obrońców Płocka 1920 roku
,Obrońców z 1939 r.,Obrońców z 1939 roku
,Ochla-J. I. Kraszewskiego,Ochla-Józefa Ignacego Kraszewskiego
,Ochla-Ks. Wł. Terlikowskiego,Ochla-Księdza Władysława Terlikowskiego
,Ochla-Pl. B. Błyskoszowej,Ochla-Plac Bogusławy Błyskoszowej
,Ochla-Wł. i St. Grabowskich,Ochla-Władysława i Stanisława Grabowskich
,Ochla-Św. Huberta,Ochla-Świętego Huberta
,Ochla-Św. Jadwigi Śląskiej,Ochla-Świętej Jadwigi Śląskiej
,Ofiar Grudnia 1970 r.,Ofiar Grudnia 1970 roku
,Ojca św. Jana Pawła II,Ojca Świętego Jana Pawła II
,Okrzei Stefana,Stefana Okrzei
,Orzeszkowej,Elizy Orzeszkowej
,Os. 1000-lecia,Osiedle 1000-lecia
,Os. Chemików,Osiedle Chemików
,os. Graby,Osiedle Graby
,Os. im. Juliana Bartoszewicza,Osiedle Juliana Bartoszewicza
,Os. Kamieniec,Osiedle Kamieniec
,Os. Kamionki,Osiedle Kamionki
,os. Lubowiec,Osiedle Lubowiec
,Os. Mylin Południowy,Osiedle Mylin Południowy
,os. Sikora,Osiedle Sikora
,Os. Słoneczne,Osiedle Słoneczne
,os. Wojskowe,Osiedle Wojskowe
,Os. Zalesie,Osiedle Zalesie
,osiedle 700-lecia Żor,Osiedle 700-lecia Żor
,osiedle A. B. Ciechańskiego,Osiedle Adama Bronisława Ciechańskiego
,osiedle Beskid,Beskid
,osiedle Czyrna,Czyrna
,Osiedle Dr. Franciszka Raszei,Osiedle Doktora Franciszka Raszei
,Osiedle dr. Józefa Putka,Osiedle Doktora Józefa Putka
,Osiedle gen. Józefa Bema,Osiedle Generała Józefa Bema
,Osiedle Gen. Józefa Hallera,Osiedle Generała Józefa Hallera
,Osiedle gen. Józefa Wybickiego,Osiedle Generała Józefa Wybickiego
,osiedle gen. Stanisława Maczka,Osiedle Generała Stanisława Maczka
,Osiedle Gen. W. Sikorskiego,Osiedle Generała Władysława Sikorskiego
,Osiedle gen. Wł. Sikorskiego,Osiedle Generała Władysława Sikorskiego
,Osiedle gen. Władysława Sikorskiego,Osiedle Generała Władysława Sikorskiego
,Osiedle Generała Władysł.Sikorskiego,Osiedle Generała Władysława Sikorskiego
,osiedle Górne Głębce,Górne Głębce
,Osiedle im. Armii Krajowej,Osiedle Armii Krajowej
,Osiedle im. Bronisława Juźkowa,Osiedle Bronisława Juźkowa
,osiedle im. Franciszka Brzezińskiego,Osiedle Franciszka Brzezińskiego
,osiedle im. gen. Władysława Sikorskiego,Osiedle Generała Władysława Sikorskiego
,Osiedle im. Generała Kazimierza Pułaskiego,Osiedle imienia Generała Kazimierza Pułaskiego
,Osiedle im. Ignacego Krasickiego,Osiedle Ignacego Krasickiego
,osiedle im. Jana Pawła II,Osiedle Jana Pawła II
,Osiedle im. Kardynała Stefana Wyszyńskiego,Osiedle Kardynała Stefana Wyszyńskiego
,Osiedle im. Księdza Ryszarda Kulika,Osiedle Księdza Ryszarda Kulika
,osiedle im. Mikołaja Kopernika,Osiedle Mikołaja Kopernika
,Osiedle im. Waleriana Kalinki,Osiedle Waleriana Kalinki
,Osiedle im. Wincentego Witosa,Osiedle Wincentego Witosa
,Osiedle im. Wojska Polskiego,Osiedle Wojska Polskiego
,Osiedle im. Władysława Jagiełły,Osiedle Władysława Jagiełły
,Osiedle J. Dambka,Osiedle Józefa Dambka
,osiedle Jarzębata,Jarzębata
,osiedle Jurzyków,Jurzyków
,osiedle kard. Stefana Wyszyńskiego,Osiedle Kardynała Stefana Wyszyńskiego
,Osiedle Kopernika,Osiedle Mikołaja Kopernika
,osiedle Korfantego,Osiedle Korfantego
,osiedle Kozińce,Kozińce
,Osiedle kpt. M. Bartscha,Osiedle Kapitana Maksymiliana Bartscha
,osiedle ks. Bolesława Domańskiego,Osiedle Księdza Bolesława Domańskiego
,Osiedle ks. Franciszka Czaplińskiego,Osiedle Księdza Franciszka Czaplińskiego
,Osiedle ks. Henryka Szumana,Osiedle Księdza Henryka Szumana
,Osiedle Ks. kan. Stanisława Peplińskiego,Osiedle Księdza Kanonika Stanisława Peplińskiego
,Osiedle Ks. Kazimierza Raepke,Osiedle Księdza Kazimierza Raepke
,Osiedle ks. Pisulli,Osiedle Księdza Franciszka Pisulli
,Osiedle Ks. Wacława Kusztelaka,Osiedle Księdza Wacława Kusztelaka
,osiedle Księcia Władysława,Osiedle Księcia Władysława
,osiedle marsz. Józefa Piłsudskiego,Osiedle Marszałka Józefa Piłsudskiego
,osiedle mjr. Hubala,Osiedle Majora Hubala
,Osiedle na Wzgórzu,Osiedle Na Wzgórzu
,osiedle Pawlikowskiego,Osiedle Władysława Pawlikowskiego
,osiedle Powstańców Śląskich,Osiedle Powstańców Śląskich
,osiedle Sikorskiego,Osiedle Władysława Sikorskiego
,osiedle Tokarnia,Tokarnia
,osiedle Uścieńków,Uścieńków
,osiedle Wróblonki,Wróblonki
,Osiedle Św. Krzysztofa,Osiedle Świętego Krzysztofa
,Oś. Kwiatowe,Osiedle Kwiatowe
,P. C. K.,PCK
,P. Czajkowskiego,Piotra Czajkowskiego
,P. Gojawiczyńskiej,Poli Gojawiczyńskiej
,P. J. Działyńskiego,Pawła Jana Działyńskiego
,P. Krupińskiego,Piotra Krupińskiego
,P. O. W.,Polskiej Organizacji Wojskowej
,P. Skargi,Piotra Skargi
0940163,P. Skargi,Księdza Piotra Skargi
,P.C.K.,PCK
,P.por. Emilii Gierczak,Podporucznik Emilii Gierczak
,Paderewskiego,Ignacego Paderewskiego
0140675,Paderewskiego,Ignacego Jana Paderewskiego
,Park Sportowy im. dra Juliana Zawadowskiego,Park Sportowy imienia Doktora Juliana Zawadowskiego
,Pasaż im. Wacława Duplickiego,Pasaż imienia Wacława Duplickiego
,Pawła E. Strzeleckiego,Pawła Edmunda Strzeleckiego
,Pawła J. Sapiehy,Pawła Jana Sapiehy
,Pierchały,Józefa Pierchały
,Piontka,Józefa Piontka
,Piotra Norblina,Jana Piotra Norblina
,Piotra Ściegiennego,Księdza Piotra Ściegiennego
,Piłsudskiego,Józefa Piłsudskiego
,Piłsudskiego Józefa,Józefa Piłsudskiego
,Pl. 15 Stycznia,Plac 15 Stycznia
,Pl. Fryderyka Chopina,Plac Fryderyka Chopina
,Pl. Kardynała Wyszyńskiego,Plac Kardynała Stefana Wyszyńskiego
,Pl. Kościeleckich,Plac Kościeleckich
,Pl. Kościuszki,Plac Tadeusza Kościuszki
,Pl. M. Reja,Plac Mikołaja Reja
,Pl. Michała Kościeszy Kosmowskiego,Plac Michała Kościeszy-Kosmowskiego
,Pl. Młyński,Plac Młyński
,Pl. Sowińskiego,Plac Józefa Sowińskiego
,Pl. T. Kościuszki,Plac Tadeusza Kościuszki
,pl. Tadeusza Kościuszki,Plac Tadeusza Kościuszki
,Pl. Wazów,Plac Wazów
,Pl. Winniczny,Plac Winniczny
,pl. Wolności,Plac Wolności
,Pl. Zwycięstwa,Plac Zwycięstwa
,Pl. Św. Wojciecha,Plac Świętego Wojciecha
,plac 9 Września 1939r.,Plac 9 września 1939 roku
,Plac A. Mickiewicza,Plac Adama Mickiewicza
,plac Armii Krajowej,Plac Armii Krajowej
,plac Bohaterów Getta,Plac Bohaterów Getta
,Plac Bł. Ks. Michała Sopoćki,Plac Błogosławionego Księdza Michała Sopoćki
,plac Chopina,Plac Fryderyka Chopina
,Plac dr. Józefa Rostka,Plac Doktora Józefa Rostka
,plac Dr. Rydygiera,Plac Doktora Ludwika Rydygiera
,plac Dworcowy,Plac Dworcowy
,Plac Franklina D. Roosevelta,Plac Franklina Delano Roosevelta
,plac gen. Hallera,Plac Generała Józefa Hallera
,Plac gen. Henryka Dąbrowskiego,Plac Generała Henryka Dąbrowskiego
,plac gen. Jarosława Dąbrowskiego,Plac Generała Jarosława Dąbrowskiego
,Plac gen. Józefa Bema,Plac Generała Józefa Bema
,Plac gen. Józefa Hallera,Plac Generała Józefa Hallera
,Plac gen. Józefa Wybickiego,Plac Generała Józefa Wybickiego
,plac gen. Kazimierza Pułaskiego,Plac Generała Kazimierza Pułaskiego
,plac gen. Leopolda Okulickiego,Plac Generała Leopolda Okulickiego
,plac gen. Władysława Sikorskiego,Plac Generała Władysława Sikorskiego
,plac Górników,Plac Górników
,plac Ignacego Daszyńskiego,Plac Ignacego Daszyńskiego
,plac Ignacego Paderewskiego,Plac Ignacego Paderewskiego
,Plac im. 100-lecia Odzyskania Niepodległości,Plac 100-lecia Odzyskania Niepodległości
,Plac im. Andrzeja Ruszkowskiego,Plac imienia Andrzeja Ruszkowskiego
,Plac im. dr Zygmunta Brodowicza,Plac Imienia Doktora Zygmunta Brodowicza
,plac im. Gabriela Turskiego,Plac Gabriela Turskiego
,Plac im. Jana Pawła II,Plac Jana Pawła II
,Plac im. Kardynała Stefana Wyszyńskiego,Plac Kardynała Stefana Wyszyńskiego
,plac im. ks. Adolfa Kowala,Plac Księdza Adolfa Kowala
,Plac im. ks. kan. Zbigniewa Kapturczaka,Plac Księdza Kanonika Zbigniewa Kapturczaka
,Plac im. Ks. M. Kłobukowskiego,Plac imienia Księdza Mieczysława Kłobukowskiego
,Plac im. Marii Curie-Skłodowskiej,Plac Marii Skłodowskiej-Curie
,plac im. Marii Konopnickiej,Plac Marii Konopnickiej
,Plac im. marszałka Józefa Piłsudskiego,Plac Marszałka Józefa Piłsudskiego
,Plac im.Jana Pawła II,Plac Jana Pawła II
,plac Jana Pawła II,Plac Jana Pawła II
,plac kard. Stefana Wyszyńskiego,Plac Kardynała Stefana Wyszyńskiego
,plac Kazimierza Wielkiego,Plac Kazimierza Wielkiego
,plac Kościelny,Plac Kościelny
,Plac Kościelny im. barona F. Kalisza,Plac Kościelny imienia Barona Fryderyka Kalisza
,Plac Kościuszki,Plac Tadeusza Kościuszki
,plac kpt. Pawła Cymsa,Plac Kapitana Pawła Cymsa
,plac kpt. Władysława Raginisa,Plac Kapitana Władysława Raginisa
,plac Krzysztofa Kamila Baczyńskiego,Plac Krzysztofa Kamila Baczyńskiego
,Plac Ks. Abp Bronisława Dąbrowskiego,Plac Księdza Arcybiskupa Bronisława Dąbrowskiego
,Plac ks. Adolfa Ołdziejewskiego,Plac Księdza Adolfa Ołdziejewskiego
,plac ks. Antoniego Czaplińskiego,Plac Księdza Antoniego Czaplińskiego
,plac ks. Augusta Żołątkowskiego,Plac Księdza Augusta Żołątkowskiego
,Plac ks. Augustyna Kordeckiego,Plac Księdza Augustyna Kordeckiego
,plac ks. Bolesława Szkiłądzia,Plac Księdza Bolesława Szkiłądzia
,plac ks. dr. Bolesława Domańskiego,Plac Księdza Doktora Bolesława Domańskiego
,plac ks. Eugeniusza Waresiaka,Plac Księdza Eugeniusza Waresiaka
,Plac ks. Ferdynanda Sznajdrowicza,Plac Księdza Ferdynanda Sznajdrowicza
,Plac ks. Franciszka Melzera,Plac Księdza Franciszka Melzera
,plac ks. Jana Karpeckiego,Plac Księdza Jana Karpeckiego
,plac ks. Jana Skarbka,Plac Księdza Jana Skarbka
,Plac ks. Jerzego Popiełuszki,Plac Księdza Jerzego Popiełuszki
,Plac ks. Józefa Szafranka,Plac Księdza Józefa Szafranka
,Plac ks. Kanonika Dymitrowicza,Plac Księdza Kanonika Dymitrowicza
,plac ks. Kanonika J. Kędzierskiego,Plac Księdza Kanonika Jerzego Kędzierskiego
,plac ks. Kardynała Stefana Wyszyńskiego,Plac Księdza Kardynała Stefana Wyszyńskiego
,Plac ks. Karola Kochaja,Plac Księdza Karola Kochaja
,plac ks. Karola Kotschego,Plac Księdza Karola Kotschego
,plac ks. Krzysztofa Kluka,Plac Księdza Krzysztofa Kluka
,Plac ks. Michała Kaczmarka,Plac Księdza Michała Kaczmarka
,plac ks. Otto Konrada,Plac Księdza Otto Konrada
,Plac ks. Prałata Jana Gustkowicza,Plac Księdza Prałata Jana Gustkowicza
,plac ks. Prałata Józefa Kuczery,Plac Księdza Prałata Józefa Kuczery
,Plac ks. Romana Kotlarza,Plac Księdza Romana Kotlarza
,plac ks. Stanisława Staszica,Plac Księdza Stanisława Staszica
,Plac ks. Teodora Kaczmarka,Plac Księdza Teodora Kaczmarka
,Plac ks. Władysława Sudzińskiego,Plac Księdza Władysława Sudzińskiego
,Plac M. Siekluckiego,Plac Mieczysława Siekluckiego
,Plac Majora Henr. Sucharskiego,Plac Majora Henryka-Sucharskiego
,plac marsz. Józefa Piłsudskiego,Plac Marszałka Józefa Piłsudskiego
,Plac Marszałka J. Piłsudskiego,Plac Marszałka Józefa Piłsudskiego
,Plac Miarki,Plac Karola Miarki
,Plac Mickiewicza,Plac Adama Mickiewicza
,plac Niepodległości,Plac Niepodległości
,Plac o. Euzebiusza Huchrackiego,Plac Ojca Euzebiusza Huchrackiego
,Plac Piłsudskiego,Plac Józefa Piłsudskiego
,plac Pokoju,Plac Pokoju
,plac Powstańców Wlkp.,Plac Powstańców Wielkopolskich
,plac Powstańców Śl.,Plac Powstańców Śląskich
,plac ppłk. Włodzimierza Kowalskiego,Plac Podpułkownika Włodzimierza Kowalskiego
,plac prof. Włodzimierza Wójcika,Plac Profesora Włodzimierza Wójcika
,plac Rodziny Machoczków,Plac Rodziny Machoczków
,plac Rondo im. Rodłaków,Rondo imienia Rodłaków
,plac Rynek im. Biskupa Stefana Wierzbowskiego,Rynek imienia Biskupa Stefana Wierzbowskiego
,Plac St. Staszica,Plac Stanisława Staszica
,plac Słowiański,Plac Słowiański
,plac Teatralny,Plac Teatralny
,Plac Teatralny im. Kazimierza Kutza,Plac Teatralny imienia Kazimierza Kutza
,plac Walecznych,Plac Walecznych
,plac Wojciecha Korfantego,Plac Wojciecha Korfantego
,plac Wolności,Plac Wolności
,Plac Wolności im. Jana Pawła II,Plac Wolności imienia Jana Pawła II
,plac Zbawiciela,Plac Zbawiciela
,Plac św. Ambrożego,Plac Świętego Ambrożego
,Plac Św. Andrzeja,Plac Świętego Andrzeja
,Plac św. Barbary,Plac Świętej Barbary
,plac Św. Brunona,Plac Świętego Brunona
,Plac św. Dominika,Plac Świętego Dominika
,Plac Św. Faustyny,Plac Świętej Faustyny
,plac św. Floriana,Plac Świętego Floriana
,Plac Św. Grzegorza,Plac Świętego Grzegorza
,plac św. Jakuba,Plac Świętego Jakuba
,Plac św. Jakuba Apostoła,Plac Świętego Jakuba Apostoła
,plac św. Jana,Plac Świętego Jana
,plac św. Jana Apostoła,Plac Świętego Jana Apostoła
,plac św. Jana Pawła II,Plac Świętego Jana Pawła II
,Plac Św. Józefa,Plac Świętego Józefa
,Plac Św. Katarzyny,Plac Świętej Katarzyny
,Plac Św. Kazimierza,Plac Świętego Kazimierza
,plac św. Kingi,Plac Świętej Kingi
,Plac św. Maksymiliana Kolbego,Plac Świętego Maksymiliana Kolbego
,Plac św. Maksymiliana Męczennika,Plac Świętego Maksymiliana Męczennika
,plac św. Mateusza Apostoła i Ewangelisty,Plac Świętego Mateusza Apostoła i Ewangelisty
,plac św. Małgorzaty,Plac Świętej Małgorzaty
,Plac św. Michała,Plac Świętego Michała
,plac św. Mikołaja,Plac Świętego Mikołaja
,plac św. Siostry Faustyny,Plac Świętej Siostry Faustyny
,plac św. Wawrzyńca,Plac Świętego Wawrzyńca
,plac św. Wojciecha,Plac Świętego Wojciecha
,plac Św. Św. Piotra i Pawła,Plac Świętych Piotra i Pawła
,plac Świętej Anny,Plac Świętej Anny
,plut. Gerarda Makosza,Plutonowego Gerarda Makosza
,plut. Józefa Ciećwierza,Plutonowego Józefa Ciećwierza
,Polipol Aleja,Aleja Polipol
,Poniatowskiego,Stanisława Augusta Poniatowskiego
,por. Anatola Radziwonika,Porucznika Anatola Radziwonika
,por. Bernarda Michałki,Porucznika Bernarda Michałki
,Por. dr Walentego Jankowskiego,Porucznika Doktora Walentego Jankowskiego
,por. Eugeniusza Goliszewskiego,Porucznika Eugeniusza Goliszewskiego
,por. Francisa Akinsa,Porucznika Francisa Akinsa
,por. Franciszka Pierunka - Łaniewskiego,Porucznika Franciszka Pierunka - Łaniewskiego
,por. Franciszka Żukowskiego,Porucznika Franciszka Żukowskiego
,por. Henryka Pisarka,Porucznika Henryka Pisarka
,por. Jana Białka,Porucznika Jana Białka
,por. Jana Rostka,Porucznika Jana Rostka
,por. Jana Wróbla,Porucznika Jana Wróbla
,por. Jana Łyska,Porucznika Jana Łyska
,Por. Jasieńskiego,Porucznika Jasieńskiego
,por. Jurka,Porucznika Jurka
,por. Józefa Mączki,Porucznika Józefa Mączki
,por. Józefa Pindora,Porucznika Józefa Pindora
,Por. Józefa Przedpełskiego,Porucznika Józefa Przedpełskiego
,por. Józefa Rabiegi,Porucznika Józefa Rabiegi
,por. Józefa Rytla,Porucznika Józefa Rytla
,Por. Józefa Sarny,Porucznika Józefa Sarny
,por. Józefa Trawińskiego,Porucznika Józefa Trawińskiego
,por. Kalinowskiego,Porucznika Mieczysława Kalinowskiego
,por. Kazimierza Kurnatowskiego,Porucznika Kazimierza Kurnatowskiego
,Por. Kazimierza Ogrodowskiego,Porucznika Kazimierza Ogrodowskiego
,por. Kazimierza Otapa,Porucznika Kazimierza Otapa
,por. Kazimierza Susały,Porucznika Kazimierza Susały
,por. Kazimierza Trzaskalskiego,Porucznika Kazimierza Trzaskalskiego
,por. Klemensa Wickiego,Porucznika Klemensa Wickiego
,por. Lewandowskiego,Porucznika Grzegorza Lewandowskiego
,por. Ludwika Wolańskiego,Porucznika Ludwika Wolańskiego
,por. Michała Brzeskiego,Porucznika Michała Brzeskiego
,por. Michała Latawca,Porucznika Michała Latawca
,por. Mieczysława Chilińskiego,Porucznika Mieczysława Chilińskiego
,por. Mieczysława Karczewskiego,Porucznika Mieczysława Karczewskiego
,por. Ostrego,"Porucznika ""Ostrego"""
,por. pil. Czesława Goździa,Porucznika Pilota Czesława Goździa
,por. rez. Józefa Truszczyńskiego,Porucznika Rezerwy Józefa Truszczyńskiego
,por. Robota,Porucznika Robota
,por. Ryszarda Gubały,Porucznika Ryszarda Gubały
,por. Sarny,Porucznika Józefa Sarny
,por. Stanisława Brykalskiego,Porucznika Stanisława Brykalskiego
,por. Stanisława Paderewskiego,Porucznika Stanisława Paderewskiego
,por. Stanisława Pajora,Porucznika Stanisława Pajora
,por. Stanisława Sołtysa,Porucznika Stanisława Sołtysa
,por. Tadeusza Króla,Porucznika Tadeusza Króla
,por. Waltera Szenklera,Porucznika Waltera Szenklera
,por. Władysława Barana,Porucznika Władysława Barana
,por. Władysława Klimaszewskiego,Porucznika Władysława Klimaszewskiego
,por. Włodzimierza Suriana,Porucznika Włodzimierza Suriana
,Por. Zaremby,Porucznika Mariana Zaremby
,por. Zdzisława Gierlińskiego,Porucznika Zdzisława Gierlińskiego
,por. Zygmunta Olczaka,Porucznika Zygmunta Olczaka
,por. Łagody,Porucznika Hieronima Łagody
,por.Józefa Sarny,Porucznika Józefa Sarny
,Porozumienia Dąbrowskiego 1980,Porozumienia Dąbrowskiego 1980 roku
,Powstańców 1863 r.,Powstańców 1863 roku
,Powstańców 1863r.,Powstańców 1863 roku
,Powstańców Wlkp.,Powstańców Wielkopolskich
,ppor. Antoniego Wołowskiego,Podporucznika Antoniego Wołowskiego
,ppor. Brzozy II,Podporucznika Brzozy II
,ppor. Edmunda Skotarczaka,Podporucznika Edmunda Skotarczaka
,ppor. Edmunda Łopuskiego,Podporucznika Edmunda Łopuskiego
,ppor. Jana Bołbotta,Podporucznika Jana Bołbotta
,ppor. Jana Folgi,Podporucznika Jana Folgi
,ppor. Jana Liszyka,Podporucznika Jana Liszyka
,ppor. Józefa Śliwińskiego,Podporucznika Józefa Śliwińskiego
,ppor. Kazimierza Gurbiela,Podporucznika Kazimierza Gurbiela
,ppor. Mariana Zaremby,Podporucznika Mariana Zaremby
,ppor. Mieczysława Majdzika,Podporucznika Mieczysława Majdzika
,ppor. Sawy,Podporucznika Sawy
,ppor. Sokoła,Podporucznika Sokoła
,ppor. Stanisława Mycielskiego,Podporucznika Stanisława Mycielskiego
,ppor. Wacława Andrzejewskiego,Podporucznika Wacława Andrzejewskiego
,ppor. Wiktora Dziarskiego,Podporucznika Wiktora Dziarskiego
,ppor. Witalisa Bramy,Podporucznika Witalisa Bramy
,ppor.Tadeusza Sochy,Podporucznika Tadeusza Sochy
,ppr. Emilii Gierczak,Podporucznik Emilii Gierczak
,ppłk Władysława Kabata,Podpułkownika Władysława Kabata
,ppłk. Aleksandra Kity,Podpułkownika Aleksandra Kity
,ppłk. Alojzego Nowaka,Podpułkownika Alojzego Nowaka
,ppłk. Antoniego Iglewskiego,Podpułkownika Antoniego Iglewskiego
,ppłk. Bernarda Śliwińskiego,Podpułkownika Bernarda Śliwińskiego
,ppłk. Edwarda Dietricha,Podpułkownika Edwarda Dietricha
,ppłk. Franciszka Hynka,Podpułkownika Franciszka Hynka
,ppłk. Ignacego Szpunara,Podpułkownika Ignacego Szpunara
,ppłk. Jana Dunin-Brzezińskiego,Podpułkownika Jana Dunin-Brzezińskiego
,ppłk. Jana Pasternakiewicza,Podpułkownika Jana Pasternakiewicza
,ppłk. Jana Pałubickiego,Podpułkownika Jana Pałubickiego
,ppłk. Józefa Owczarskiego,Podpułkownika Józefa Owczarskiego
,ppłk. Kazimierza Pruszkowskiego,Podpułkownika Kazimierza Pruszkowskiego
,ppłk. Leona Jakuba Gnatowskiego,Podpułkownika Leona Jakuba Gnatowskiego
,ppłk. Mariana Ewalda Drobika,Podpułkownika Mariana Ewalda Drobika
,ppłk. Mariana Skrzyneckiego,Podpułkownika Mariana Skrzyneckiego
,ppłk. Nilskiego-Łapińskiego,Podpułkownika Stanisława Nilskiego-Łapińskiego
,ppłk. pil. Romualda Sulińskiego,Podpułkownika Pilota Romualda Sulińskiego
,ppłk. Pohoreckiego,Podpułkownika Pohoreckiego
,ppłk. Ryszarda Lubowiedzkiego,Podpułkownika Ryszarda Lubowiedzkiego
,ppłk. S. Chałupy,Podpułkownika Stanisława Chałupy
,ppłk. Stanisława Truszkowskiego,Podpułkownika Stanisława Truszkowskiego
,Ppłk. Stanisława Ślesickiego,Podpułkownika Stanisława Ślesickiego
,ppłk. Stefana Ignaszaka,Podpułkownika Stefana Ignaszaka
,ppłk. Stefana Platonoffa,Podpułkownika Stefana Platonoffa
,ppłk. Teodora Mańczyka,Podpułkownika Teodora Mańczyka
,ppłk. Włodzimierza Kowalskiego,Podpułkownika Włodzimierza Kowalskiego
,ppłk. Zdzisława Orłowskiego,Podpułkownika Zdzisława Orłowskiego
,Ppłk. Zygmunta Kostkiewicza,Podpułkownika Zygmunta Kostkiewicza
,ppłka pil. Mariana Pisarka,Podpułkownika Pilota Mariana Pisarka
,prof. Adama Grucy,Profesora Adama Grucy
,prof. Adama Rożańskiego,Profesora Adama Rożańskiego
,prof. Adama Wrzoska,Profesora Adama Wrzoska
,Prof. Aleksandra Gelli,Profesora Aleksandra Gelli
,prof. Aleksandra Martyniaka,Profesora Aleksandra Martyniaka
,prof. Alfonsa Hoffmanna,Profesora Alfonsa Hoffmanna
,prof. Andrzeja Kalicińskiego,Profesora Andrzeja Kalicińskiego
,prof. Andrzeja Stelmachowskiego,Profesora Andrzeja Stelmachowskiego
,prof. Andrzeja Waksmundzkiego,Profesora Andrzeja Waksmundzkiego
,Prof. Antoniego Gębali,Profesora Antoniego Gębali
,prof. Antoniego Plamitzera,Profesora Antoniego Plamitzera
,prof. Antoniego Łowińskiego,Profesora Antoniego Łowińskiego
,prof. Artura Wittenberga,Profesora Artura Wittenberga
,prof. Bohdana Wilamowskiego,Profesora Bohdana Wilamowskiego
,prof. Bolesława Adamczyka,Profesora Bolesława Adamczyka
,prof. Bronisława Bukowskiego,Profesora Bronisława Bukowskiego
,prof. Czesława Łuczaka,Profesora Czesława Łuczaka
,prof. Demela,Profesora Kazimierza Demela
,prof. dr hab. Jana Mariana Hasika,Profesora Doktora Habilitowanego Jana Mariana Hasika
,prof. dr. Jerzego Dmochowskiego,Profesora Doktora Jerzego Dmochowskiego
,prof. dr. Mieczysława Michałowicza,Profesora Doktora Mieczysława Michałowicza
,prof. dr. Tadeusza Kobusiewicza,Profesora Doktora Tadeusza Kobusiewicza
,Prof. E. Brezy,Profesora Edwarda Brezy
,prof. Edmunda Cieślaka,Profesora Edmunda Cieślaka
,prof. Edmunda Malinowskiego,Profesora Edmunda Malinowskiego
,prof. Edwarda Olszewskiego,Profesora Edwarda Olszewskiego
,prof. Emila Chroboczka,Profesora Emila Chroboczka
,prof. Eugeniusza Grabdy,Profesora Eugeniusza Grabdy
,prof. Eugeniusza Romera,Profesora Eugeniusza Romera
,Prof. Feliksa Kotowskiego,Profesora Feliksa Kotowskiego
,prof. Franciszka Bujaka,Profesora Franciszka Bujaka
